prices,Address,Beds
"€325,000"," 3 Ceol Na Mara,Rush,Co. Dublin,K56 WV04",3 beds
"€545,000"," 15 Luttrell Park Close, Castleknock, Dublin 15",3 beds
"€295,000"," Coogue Middle, Ballyhaunis, Mayo",4 beds
"€695,000"," 16 Parsons Hall,Maynooth,Co Kildare,W23 F1P6",4 beds
"€495,000"," 37 Patrician Villas, Stillorgan, County Dublin",3 beds
"€254,950"," 112 Finglas Road, Finglas, Dublin 11",3 beds
"€389,000"," Mandeville,Fortmary Park,Limerick,V94D5DF",3 beds
"€340,000"," 38 Colmcille Road,Shantalla,Galway,H91 T2WK",3 beds
"€495,000"," 27 Orwell Park Rise, Templeogue, Dublin 6W",3 beds
"€550,000"," Rosapenna, New Road, Clondalkin,   Dublin 22",4 beds
"€350,000"," 13 Chestnut Grove,Wheaton Hall,Drogheda,Co Louth,A92 H2XR",3 beds
"€289,000"," 2 Willans Place East, Ongar, Dublin 15",2 beds
"€350,000"," Streamside, Cloneen, Castlecomer, Kilkenny",4 beds
"€550,000"," 3 Rivermill, Sheetland Road, Termonfeckin, Co. Louth",5 beds
"€470,000"," 5 Luttrellstown Oaks,Castleknock,Dublin 15,D15 H9W3",3 beds
"€245,000"," 11 Limetree avenue, Termon Abbey, Drogheda, Co.Louth, Drogheda, Louth",4 beds
"€595,000"," 3 Kempton Park,Navan Road (D7),Dublin 7,D07 T3C6",3 beds
"€525,000"," 41 Riverwood Gardens,Castleknock,Dublin 15,D15 E1C6",3 beds
"€250,000"," 11 Mullan Mor, Tuam Road, Co. Galway",3 beds
"€265,000"," 50 Saint Johns Close, Clondalkin,   Dublin 22",2 beds
"€180,000"," Glannycumnane, Freemount, Co.Cork , Freemount, Cork",3 beds
"€350,000"," 2 Allendale Glen,Clonsilla,Dublin 15,D15 K4H7",3 beds
"€675,000"," 14 Eden Grove, Rathfarnham, Dublin 16",4 beds
"€299,950"," 29 Latchford Green, Clonee, Dublin 15",3 beds
"€175,000"," Weekfield, Coolshaghtena, Co. Roscommon",4 beds
"€190,000"," 2 College Court, College Manor, Cobh, Cork",2 beds
"€497,000"," Ref 967 - Naomh Brigid, Knockeens, Caherciveen, Kerry",5 beds
"€395,000"," 'Hill Top Lodge', Claremount, Oughterard, Galway",7 beds
"€370,000"," 31 Bramblefield Park, Clonee, Dublin 15",3 beds
"€285,000"," Bogganstown,Culmullin, Drumree, Meath",3 beds
"€345,000"," 1 Church Park Lawn, Harold's Cross, Dublin 6W",2 beds
"€1,200,000"," 19 College Gate,Castleknock,Dublin 15,D15 W6TF",7 beds
"AMV €225,000 "," Slievebawn, Monaseed, Gorey, Wexford",3 beds
"€235,000"," Dowrea, Ballygawley, Sligo",3 beds
"€110,000"," 19 Saint Joseph's Terrace, Elm Park, Clonmel, Co. Tipperary",3 beds
"AMV €95,000 "," 14 Purcell Park, Shannon, Co. Clare",4 beds
"€225,000"," 122 Cedarfield, Donore Road, Drogheda, Louth",3 beds
"€435,000"," 13 Kimmage Grove, Kimmage,   Dublin 6W",3 beds
"€895,000"," 14 Oakdene, Ballinclea Road, Killiney, Co. Dublin",5 beds
"€595,000"," 50 Church Drive,Eden Gate,Delgany,Co Wicklow,A63 ET35",4 beds
"€625,000"," 10A Arch Villas,Victoria Road,Greystones,A63 DT99",4 beds
"€575,000"," 86a Park Drive Avenue, Castleknock, Dublin 15",3 beds
"€125,000"," 48 Whitehill , Muff, Donegal",3 beds
"€345,000"," 3 South Gate, Cork Street, South City Centre, Dublin 8",1 bed
"€395,000"," The Pines, Nook, Arthurstown, Wexford",4 beds
"€350,000"," 21 Mallin Avenue, D08, Rialto, Dublin 8",2 beds
"€295,000"," 2 Castleview, Carrigtwohill, Cork",3 beds
"AMV €110,000 "," 35 Hazelbrook Crescent, Letterkenny, Co. Donegal",3 beds
"€94,950"," 5 Taghshinny Lodge, Longford, Longford",3 beds
"€435,000"," 1 Church Road, Nenagh, Tipperary",4 beds
"€360,000"," Valley View, O'Neill's Park, Newtownmountkennedy, Co. Wicklow",3 beds
"€239,950"," 5 Deansrath Avenue, Clondalkin, Dublin 22",3 beds
"€675,000"," 4 Birchfield Heights, Goatstown, Dublin 14",4 beds
"€135,000"," 15 Court Crescent, Virginia Road, Ballyjamesduff, Co. Cavan",2 beds
"€250,000"," 50 Ashvale Court,Station Road,Duleek,Co Meath,A92 Y6C5",3 beds
"€265,000"," 10 Elderwood, Castlebridge, Wexford",3 beds
"€189,000"," 70 Fourth Avenue, off Seville Place, North Wall, Dublin 1",1 bed
"€1,350,000"," 5 Greenmount Road, Terenure,   Dublin 6",5 beds
"€298,000"," 22 Slan Duff View, Kenstown, Navan, Meath",4 beds
"€365,000"," 12 Ellensborough Grange, Kiltipper , Tallaght, Dublin 24",3 beds
"€160,000"," 45 Spruce Court, Ashleigh Downs , Tralee, Kerry",3 beds
"€240,000"," 87 Ratoath Avenue, Finglas, Dublin 11",3 beds
"€400,000"," 19 Hawthorn Wood, Suncroft, Kildare",4 beds
"€345,000"," 82 Seagrange Road, Baldoyle, Dublin 13",3 beds
"€150,000"," Brown Street, Portlaw, Co. Waterford",2 beds
"€340,000"," House Type A, Castle Court, Whitechurch, Cork",4 beds
"€1,100,000"," 41 Oaklands Drive, Rathgar,   Dublin 6",4 beds
"€315,000"," House Type B, Castle Court, Whitechurch, Cork",3 beds
"€310,000"," 165 Bunratty Road, Coolock, Dublin",3 beds
"€305,000"," House Type C, Castle Court, Whitechurch, Cork",3 beds
"€279,000"," 119 Tur Uisce, Doughiska, Galway City",3 beds
"€460,000"," House Type D, Castle Court, Whitechurch, Cork",4 beds
"€460,000"," House Type F, Castle Court, Whitechurch, Cork",4 beds
"€335,000"," 86 Saunders Lane,Rathnew,Co. Wicklow,A67 V258",3 beds
"€262,500"," 192 Tur Uisce, Doughiska, Galway City",4 beds
"€297,500"," 6  Westbury Estate, Wilton, Cork",3 beds
"€260,000"," 4 Caledon Road, East Wall, Dublin 3",3 beds
"€375,000"," 31 Grange Abbey Crescent, Donaghmede, Dublin 13",4 beds
"€250,000"," Honeysuckle Cottage Crostera West, Glengarriff, West Cork",2 beds
"€795,000"," Liwara, Shanganagh Road, Killiney, County Dublin",4 beds
"€449,000"," 15 Oakdale Close, Ballycullen, Dublin 24",3 beds
"€675,000"," Sunnyside, Golf Links Road, Bettystown, Co. Meath",4 beds
"€1,850,000"," 12 Spencer Villas, Glenageary, Co. Dublin",5 beds
"€349,000"," 94 Ventry Park, Cabra, Dublin 7",2 beds
"€550,000"," 14 Auburn Street, Broadstone, Dublin 7",3 beds
"€247,500"," Sunnyside, Ballykilkline, Kilglass, Roscommon",4 beds
"€190,000"," 30 Colliers View, Portlaoise, Laois",3 beds
"€395,000"," 27 Carrigwood, Firhouse, Dublin 24",3 beds
"€400,000"," Monalee, Gorey, Wexford",4 beds
"€425,000"," 'Waverley', 6 Linden Avenue, Beaumont, Blackrock, Cork City",3 beds
"€590,000"," Kilhedge Lane, Lusk, Dublin",3 beds
"€895,000"," Bankside House, Woodside Road, Sandyford, Dublin 18",4 beds
"€795,000"," 20 HAMPTON PARK, St. Helen's Wood, Booterstown,   County Dublin",4 beds
"€1,300,000"," 127 St. Helens Road, Booterstown, Co. Dublin",4 beds
"€350,000"," 52 Faussagh Avenue, Cabra, Dublin",3 beds
"€289,000"," 6 Farranvilla,Farranshone,Limerick,V94 RC2X",4 beds
"€275,000"," Blackberry Cottage, Halltown, Dunderry, Navan, Meath",3 beds
"€140,000"," Drumhaldry, Moyne, Co. Longford",2 beds
"€229,000"," 4 Croftwood Park, Cherry Orchard, Dublin 10",3 beds
"€210,000"," 190 Cluain Dara, Clonard, Wexford, Co. Wexford",4 beds
"€149,000"," Coolboy, Tinahely, Wicklow",3 beds
"€175,000"," 41 Ard Michael, Longford, Longford",3 beds
"€355,000"," 5 Rochfort Crescent, Lucan, Co. Dublin",3 beds
"€350,000"," 38 Richmond Road, Drumcondra, Dublin 3",3 beds
"€235,000"," 18A Cedarwood Drive, Waterpark , Carrigaline, Cork",3 beds
"€425,000"," ""Ennistone"", No. 5 Slaney View Court, Coolcotts, Wexford Town, Wexford",3 beds
"€545,000"," 5 Sandyford Hall Close, Sandyford, Sandyford, Dublin 18",3 beds
"€435,000"," Shaney House, Colbinstown, Kilcullen, Kildare",5 beds
"€189,000"," 100 Ceol Na Habhainn, Caherconlish, Limerick",2 beds
"€240,000"," 6 An Culan, Rathcormac, Cork",3 beds
"€250,000"," RATHCONOR, Four Mile House, Roscommon",4 beds
"€375,000"," 8 Camac Court,Kilmainham,Dublin 8,D08 W3P9",2 beds
"€395,000"," 103 Ceannt Fort,Kilmainham,Dublin 8,D08 A6C1",2 beds
"€450,000"," 16 Faulkners Terrace,Kilmainham,Dublin 8,D08 A32Y",2 beds
"€230,000"," Dore Upper, Bunbeg, Donegal",4 beds
"€249,000"," Lisduff Cottage, Craughwell, Galway",2 beds
"€160,000"," 47 Harbour Close, Newtown, Killaloe, Co. Clare",3 beds
"€450,000"," Clonmoyle West, Rathangan, Kildare",4 beds
"€340,000"," 27 The Heath, Liffey Hall, Newbridge, Kildare",4 beds
"€995,000"," Kingstown Mews, 5 Park Lane, Dun Laoghaire, County Dublin",4 beds
"€350,000"," 6 Turret Road, Palmerstown, Dublin 20",3 beds
"€145,000"," 17 Park Street West, The Ranch, Ballyfermot, Dublin 10",1 bed
"€360,000"," 256 Charlesland Wood , Greystones, Wicklow",2 beds
"€260,000"," 28 Kings Avenue, Ballybough,   Dublin 3",2 beds
"€325,000"," 13 Earlsfort Meadows, Lucan, County Dublin",3 beds
"€625,000"," 42 Whitworth Road, Drumcondra, Dublin 9",3 beds
"€110,000"," Meanus , Castlemaine, Kerry",3 beds
"€320,000"," 48 Manor Court, Knocknacarra, Galway City",3 beds
"€390,000"," Cokery House,Cavansheath,Ballyfin,Co. Laois,R32 F985",5 beds
"€425,000"," Main Street,Kingscourt,Co. Cavan,A82 D6H9",4 beds
"€675,000"," 494 Howth Road, Raheny, Dublin 5",5 beds
"€250,000"," 1 Hazelwood, Ballivor, Co Meath",4 beds
"€70,000"," Curhoor,Kilnadeema,Loughrea,Co. Galway,H62 HN50",1 bed
"€275,000"," 99 Clonard,Westbury,Corbally,Limerick,V94 D3TT",4 beds
"€245,000"," 4 Newman`s Mall, Kinsale, Co. Cork",1 bed
"€135,000"," 35 Morrisson\'s Road, Waterford City, Co. Waterford",3 beds
"€145,000"," 18 Grattan Close,Claremorris,Co. Mayo,F12 F5D8",3 beds
"€345,000"," 6 Gleann Na Riogh Drive, . ., Naas, Co. Kildare",3 beds
"€300,000"," 10 Saddlers Crescent,Mulhuddart,Dublin 15,D15 Y2N0",3 beds
"€625,000"," 43 Woodview Park, Castleknock, Dublin 15",3 beds
"€195,000"," 26 Valley Court,Dublin Road,Athlone,Co. Westmeath,N37 X8E2",3 beds
"€275,000"," Kilglass Lake View. Rooaun, Kilglass, Roscommon",5 beds
"€240,000"," Lough Tain, Omeath, Co. Louth",3 beds
"€395,000"," 2 Grove Park Road, Glasnevin Nth, Dublin 11",3 beds
"€300,000"," 25 Gleann na Smol,Shannon,Co Clare,V14 A440",4 beds
"€550,000"," 64 Roebuck Castle,Clonskeagh,Dublin 14,D14 RH79",2 beds
"€475,000"," 17 Tudor Heights, Ashbourne, Co. Meath",5 beds
"€500,000"," 24 Fisherman's Wharf, York Road, Ringsend, Dublin 4",4 beds
"€225,000"," 4 Park Glen, Grange Rath, Drogheda, Co. Louth",3 beds
"€139,500"," 19 Hamilton Drive, Nenagh, Co. Tipperary",3 beds
"€199,950"," Pallas West, Toomevara, Nenagh, Co. Tipperary",5 beds
"€180,000"," 77 Springfort Meadows, Nenagh, Co. Tipperary",3 beds
"€345,000"," 1 Cois na Coille,Carrabane,Athenry,Co. Galway,H65 A436",4 beds
"€340,000"," Caherhenryhoe,Carrabane,Loughrea,Co. Galway,H62 P088",4 beds
"€250,000"," Letter West, Kilcrohane, West Cork",6 beds
"€270,000"," 39 The Crescent, Ongar, Dublin 15",3 beds
"€75,000"," Rosemary Street, Roscrea, Co. Tipperary",3 beds
"€175,000"," 29 Chambersland Close , New Ross, Wexford",3 beds
"€175,000"," Newtown Farragher, Four Mile House, Co. Roscommon",3 beds
"€545,000"," 204 Heathervue,Greystones,Co Wicklow,A63 H563",3 beds
"€515,000"," 5 Woodview Park, Castleknock, Dublin 15",3 beds
"€400,000"," 100 Naas Road, Inchicore, Dublin 8",3 beds
"€525,000"," 31 Woodlands, Maynooth, Co. Kildare",4 beds
"€285,000"," 52 Thornhill Heights, Celbridge, Maynooth, Co. Kildare",3 beds
"€695,000"," Roseville, Maynooth Road, Celbridge, Co. Kildare",4 beds
"€995,000"," 128 Lower Drumcondra Road,Drumcondra,Dublin 9,D09 H294",4 beds
"€120,000"," Wuthering Heights, Kilmore, Broadford, Co. Limerick",1 bed
"€975,000"," 25A PARK VILLAS, Castleknock, Dublin 15",3 beds
"€495,000"," 11 Alma Court, Off Mount Pleasant Place, Ranelagh, Dublin 6",3 beds
"€550,000"," 7 Marlborough Court, Glenageary, Co. Dublin",3 beds
"€800,000"," Sparrows Nook, Allies River Road, Shankill, Dublin 18",7 beds
"€375,000"," 4 Ivy Terrace, Cork Street, D08, Dublin 8, Dublin",2 beds
"€275,000"," 224 Eagle Valley,Sarsfield Road,Wilton,Cork,T12YYD8",3 beds
"€159,000"," Convent Road, Ballaghaderreen, Roscommon",4 beds
"€375,000"," 44 The Green, Dunboyne Castle, Dunboyne, Meath",3 beds
"€130,000"," 111 The Maples Hazelhill, Ballyhaunis, Mayo",3 beds
"€450,000"," 12 Douglas Close, Douglas, Co. Cork",3 beds
"€225,000"," 16 Johns Quay, Kilkenny, Kilkenny",3 beds
"€525,000"," Slaney View, Station Road, Rosslare Strand, Co. Wexford",5 beds
"€400,000"," 5 Ravenswood Green,Clonsilla,Dublin 15,D15 X7X0",3 beds
"€225,000"," Kingswell, Tipperary Town, Tipperary",3 beds
"€475,000"," 3 Mourne Lodge, Drimnagh, Dublin 12",4 beds
"€165,000"," Glencarra, Knock, Mayo",3 beds
"€230,000"," Bar-Tailed Godwit, 16C Mariner's Cove Baltimore, West Cork, Cork",2 beds
"€160,000"," 4 Portnick Drive, Creagh, Ballinasloe, Galway",3 beds
"€140,000"," 3 McCann Street,Cashel,Co Tipperary",3 beds
"€650,000"," 40 Beach Park, Portmarnock, County Dublin",4 beds
"€495,000"," Downamona, Nenagh, Co. Tipperary",5 beds
"€250,000"," Ard Na Greine, Birmingham Road, Tuam, Galway",5 beds
"€395,000"," Bramley House, Martinstown, Curragh, Kildare",5 beds
"€129,000"," 10a Connolly Street, Sligo City, Sligo",3 beds
"€398,000"," 105 Mount Tallant Avenue, Terenure, Dublin 6",3 beds
"€210,000"," 12, The Willows, Churchfield, Mallow, Cork",3 beds
"€250,000"," 152 Ballinacurra Gardens, Ballinacurra, Limerick City",3 beds
"€280,000"," San Antoine, 26 Clontarf Estate, Blackrock, Cork City",3 beds
"€145,000"," Cloghoge Lower,Castlebaldwin,Co. Sligo,F52WR90",3 beds
"€595,000"," 37a Ashtown Grove, Navan Road, Dublin 7",3 beds
"€495,000"," 33 The Walk Robswall, Malahide, County Dublin",3 beds
"€225,000"," 25 Kilmartin Gardens, Tallaght, Dublin 24",3 beds
"€415,000"," 28 South Dock Street, Ringsend, Dublin 4",2 beds
"€549,000"," 35 Castlemoyne, Balgriffin, Dublin 13",5 beds
"€315,000"," 5 Barley Fields,Bealnamulla,Athlone,Co. Roscommon,N37 K2X4",4 beds
"€350,000"," Loughandonning House,Bonavalley,Athlone,Co. Westmeath,N37 W2X3",5 beds
"€150,000"," 10 Meadow Park, Kilbeggan, Westmeath",3 beds
"€2,200,000"," 59 Grosvenor Road, Rathgar,   Dublin 6",5 beds
"€675,000"," Lisquinlan, Ladysbridge, Midleton, Cork",6 beds
"€1,950,000"," No 10 Pembroke Road , Ballsbridge, Dublin 4",6 beds
"€365,000"," 4 Admirals Walk, Kinsale, Cork",3 beds
"€235,000"," 32 Barrett's Terrace, Gurranabraher, Cork",3 beds
"€350,000"," Teachers Residence, Coolboy, Tinahely, Wicklow",4 beds
"€220,000"," 94 Clonard Village, Wexford, Co. Wexford",3 beds
"€265,000"," 43 Kiltalown Heights, Jobstown, Dublin 24, Dublin",3 beds
"€395,000"," 418 Collins Avenue, Dublin 9, Whitehall, Dublin",4 beds
"€495,000"," 25 Stocking Wood Manor, Rathfarnham, Dublin 16",3 beds
"AMV €75,000 "," 5 Fortwell Court, Fortwell, Letterkenny, Co. Donegal",4 beds
"€550,000"," Inchamore, Ballina, Tipperary",4 beds
"€350,000"," 8, Redwood Avenue, Tallaght, Dublin 24, D24 K6P7",3 beds
"€300,000"," 52, Heatherview Park, Aylesbury, Tallaght, Dublin 24",3 beds
"€330,000"," "" Creteboom "" Quay Road, Ballina, Mayo",4 beds
"€1,200,000"," 42 Brighton Road, Rathgar, Dublin 6",5 beds
"€125,000"," Coolross, Newport, Tipperary",2 beds
"€1,575,000"," 6 Vergemount Hall,Clonskeagh Road,Dublin 6,D06 V6R2",4 beds
"€595,000"," Clovelly, Castletown, Tramore, Co. Waterford",3 baths
"€695,000"," Killadangan, Westport, Mayo",4 beds
"€325,000"," Cross, Killadoon, Louisburgh, Mayo",5 beds
"€495,000"," Aillemore, Louisburgh, Mayo, F28Y327",5 beds
"€259,000"," 18 The Glebe, Louisburgh, Mayo",3 beds
"€295,000"," 4 Hyacinth Street, North Strand, Dublin 3",2 beds
"€595,000"," 1 Dartry Cottages, Dartry,   Dublin 6",75m 2
"€3,150,000"," 15 St Kevin's Park,Dartry,Dublin 6,D06 HW63",4 beds
"€149,000"," 1 Limerick Road Lower, Camolin, Wexford",2 beds
"€595,000"," 9 Milltown Court,Milltown Road,Dublin 6,D06 N9W0",3 beds
"€350,000"," Ballingrane, Dingle, Kerry",3 beds
"€350,000"," 10 Fernleigh Park, Castleknock, Dublin 15",3 beds
"€575,000"," 200 Templeogue Road, Templeogue, Dublin 6W",3 beds
"€135,000"," 128 Saint Michaels Avenue, Tipperary Town, Tipperary",3 beds
"€145,000"," 192 Beeches Ballybofey, Co. Donegal",3 beds
"€269,000"," 24 St John's Gate , Clondalkin, Dublin 22",2 beds
"€245,000"," 12 Ashvale Court, Duleek, Meath",3 beds
"€675,000"," 94 Holywell, Goatstown,   Dublin 14",4 beds
"€400,000"," 1 Beech Lawn,Beaufort Place,Navan,Co Meath,C15Y2N4",4 beds
"€385,000"," 53 Tynan Hall Avenue, Kingswood, Dublin 24",4 beds
"€319,000"," 78 Brayton Park, Kilcock, Co. Kildare, Kilcock, Kildare",3 beds
"€350,000"," Cois Cladagh, Kilmore Quay, Wexford",3 beds
"€280,000"," Chapel Lane, Chapel Road, Lusk, Dublin, K45 X472",3 beds
"€200,000"," 66 Fairgreen Park, Mullagh, Co Cavan",3 beds
"€320,000"," 9 Oranhill Drive, Oranhill, Oranmore, Co. Galway, Oranmore, Galway",3 beds
"€230,000"," 11 Lower Rutland Street, North City Centre, Dublin",2 beds
"€445,000"," 20 Castaheany, Clonee, Dublin 15",4 beds
"€235,000"," 17 INISFREE COURT, TONAPHUBBLE, SLIGO, Sligo City, Sligo",4 beds
"€850,000"," Ashbrook Villa,Church Road,Rowlestown,Swords,Co Dublin",5 beds
"€295,000"," 23 Applewood Main Street,Swords,Co Dublin,K67 E277",3 beds
"€2,150,000"," Oakley Manor, Ranelagh, Dublin 6",5 beds
"€398,000"," 27 Dun Haven, Gorey, Wexford",4 beds
"€299,950"," 33 Brookvale, Lucan, County Dublin",3 beds
"€190,000"," 71 Cloondara, Ballisodare, Sligo",4 beds
"€1,050,000"," 23 Pearse Square, South City Centre, Dublin 2",3 beds
"€450,000"," Coolmoyne, Fethard, Co. Tipperary",3 beds
"€600,000"," 1 Beaufort Downs, Rathfarnham, Dublin 14",4 beds
"€395,000"," 7 Stonehaven,Barndarrig,Redcross,County Wicklow,A67 XY10",4 beds
"€210,000"," 39 Cloran Court, Athboy, Meath",3 beds
"€249,000"," 3 Finn Eber Square, Finglas, Dublin 11",2 beds
"€320,000"," 17 Inchvale Avenue, Shamrock Lawn, Douglas, Cork City",3 beds
"€450,000"," Tinnock Upper, Gorey, Wexford",4 beds
"€295,000"," 16 Maryborough Heights, Lissadell, Maryborough Hill, Douglas, Cork City",4 beds
"€334,950"," 38 Millmountr, Mullingar, Westmeath",4 beds
"€285,000"," 2 The Alders,Castlejane Woods,Glanmire,Cork,T45 NA03",3 beds
"€995,000"," Mayfield, Liscannor, Clare",3 beds
"€255,000"," Apartment 2, 66 Main Street, Clongriffin, Dublin 13",2 beds
"€299,950"," 1A Woodford Heights, Clondalkin, Dublin 22",4 beds
"€245,000"," 86 Rian Luachra, Ballybane, Galway City",3 beds
"€235,000"," 87 Seafield Avenue, Sligo City, Sligo",3 beds
"€445,000"," 3 The Avenue, Semple Wood, Donabate,   County Dublin",3 beds
"€395,000"," 16 St Johns Street, Blackpitts, Dublin 8",2 beds
"€690,000"," An Tuath Nua, Kildimo, Limerick",6 beds
"€419,950"," 17 Cathedral View Walk, South City Centre - D8, Dublin 8",3 beds
"€220,000"," 3 Saint Lappan's Place, Little Island, Cork",3 beds
"€450,000"," 4 Reuben Avenue, Rialto, Dublin 8",3 beds
"€549,500"," 57 Derg Hill, Cullenagh, Ballina, Tipperary",4 beds
"€300,000"," Richardstown Lower, Kildangan, Kildare",3 beds
"€250,000"," Ladysbridge, Midleton, Cork",3 beds
"€1,175,000"," 67 Beechwood Avenue Lower, Ranelagh, Dublin 6",4 beds
"€625,000"," 30 Pembroke Cottages, Donnybrook, Dublin 4",2 beds
"€700,000"," 41 Rathbeale Road, Swords, County Dublin",4 beds
"€350,000"," Annaghdown, Corrandulla, Co. Galway",5 beds
"€225,000"," Kingswell, Tipperary Town, Tipperary",3 beds
"€1,500,000"," Inver, 51 Dundela Park, Sandycove, Co. Dublin",6 beds
"€795,000"," 18 Merton Walk, Mount St Anne's, Milltown, Dublin 6",3 beds
"€1,300,000"," 29 Newbridge Avenue,Sandymount,Dublin 4,D04 V5T3",4 beds
"€625,000"," 1B Griffith Downs, Drumcondra, Dublin 9",3 beds
"€425,000"," 39 South Dock Street,Ringsend,Dublin 4,D04 E165",2 beds
"€835,000"," 2 Dromard Terrace,Sandymount,Dublin 4,D04 YH94",3 beds
"€925,000"," 70 St Alban's Park,Sandymount,Dublin 4,D04 T2N6",3 beds
"€495,000"," 16 Gilford Terrace,Sandymount,Dublin 4,D04 C652",2 beds
"€324,950"," 202 Mourne Road , Drimnagh, Dublin 12",3 beds
"€449,950"," 9 The Belfry St.Marys Road , Crumlin,   Dublin 12",3 beds
"€1,950,000"," 8 The Oaks, Carrickmines Wood, Brennanstown Road, Foxrock, Dublin 18",5 beds
"€400,000"," 1 Mourne Lodge, Drimnagh, Dublin 12",3 beds
"€685,000"," 6 New Russian Village, Kilquade, Wicklow",4 beds
"€300,000"," Bunnamohaun,Clare Island,Co Mayo,F28 YC97",2 beds
"€340,000"," 32 Whitehall,Daingean Road,Tullamore,Co Offaly,R35H2A4",5 beds
"€172,500"," 38 Tola Park,Shannon,Co Clare,V14 P952",4 beds
"€86,000"," 3 Lower William Street,New Ross,Co. Wexford,Y34 CH22",3 beds
"€675,000"," Riverview,Limekiln Hill,Dublin Road,Navan,Co Meath",6 beds
"€235,000"," 5 Mellows Terrace,Navan,Co Meath,C15 E9P9",3 beds
"€985,000"," White Gables,Bettyville,Ballyboughal,Co Dublin,A41 TA46",5 beds
"€795,000"," Oaklands,Kilmacredock,Maynooth,Co Kildare,W23D8C9",4 beds
"€795,000"," 135 Lansdowne Park, Ballsbridge, Dublin 4",3 beds
"€550,000"," no.3 Barack Road, Goleen, West Cork",4 beds
"€175,000"," 45 Newborough,Gorey,Co Wexford,Y25A078",2 beds
"€170,000"," 128 Glasan Village,Ballybane,Galway,H91 H6XA",3 beds
"€495,000"," 1 Cherry Grove, Walkinstown, Dublin 12",4 beds
"€295,000"," 36 Cherrywood, Castletown, . ., Celbridge, Co. Kildare",3 beds
"€225,000"," 69 Cuil Na Canalacht, Ballinasloe, Galway",3 beds
"€695,000"," The Castle Woods,Dromgarriff,Glengarriff,Co Cork,P75 VH48",3 beds
"€795,000"," 44 Mulgrave Street, Dun Laoghaire, Co. Dublin",3 beds
"€595,000"," An Fhoithint, Monkstown Grove, Monkstown, Co. Dublin",2 beds
"€350,000"," 52 St Josephs Road, Greenhills, Dublin 12",3 beds
"€175,000"," 3 Cherry Garth,Balbriggan,Co. Dublin,K32 XY27",1 bed
"€295,000"," 2 Westbrook Crescent,Balbriggan,Co. Dublin,K32 HY94",3 beds
"€895,000"," 3 Flann O'Brien Mews, Avoca Road, Blackrock, Co. Dublin",3 beds
"€1,150,000"," 58 Avoca Park, Blackrock, Co. Dublin",4 beds
"€790,000"," 90 Springhill Avenue, Deansgrange, Blackrock, Co. Dublin",4 beds
"€545,000"," 244 Foxrock Grove, Foxrock, Dublin 18",2 beds
"€220,000"," ""Greenacres"" Kilbora, Camolin, Enniscorthy, Wexford",2 beds
"€460,000"," Carcur Cottage,Spawell Road,Wexford Town,Y35 W5N3",5 beds
"€169,950"," 22 Marian Terrace,Hacketstown,Co. Carlow,R93 V440",3 beds
"€150,000"," 3 Waterslade Place,Tuam,Co. Galway,H54 CK30",8 beds
"€230,000"," 22 The Cricket Fields,Dunmore Road,Tuam,Co. Galway,H54 X950",3 beds
"€274,950"," Derryragh, Ballinamore, Ballyconnell, Co. Cavan",4 beds
"€320,000"," 73a Thornville Road,Kilbarrack,Dublin 5,D05 TK33",2 beds
"€795,000"," 116 Fosterbrook, Booterstown, Blackrock, Co. Dublin",4 beds
"€325,000"," 55 Walkinstown Avenue, Walkinstown, Dublin 12",2 beds
"€275,000"," 38 Rathcurragh, Green Road, Newbridge, Co. Kildare",3 beds
"€1,050,000"," 8 Fortfield Gardens,Rathmines,Dublin 6,D06 X8X0",3 beds
"€450,000"," 42 Willington Park, Templeogue,   Dublin 6W",3 beds
"€445,000"," 8 Arundel, Monkstown Valley, Monkstown, County Dublin",2 beds
"€545,000"," 36 Obelisk Avenue, Blackrock, Co. Dublin",3 beds
"€925,000"," Holly Lodge, 66 Carysfort Avenue, Blackrock, Co. Dublin",4 beds
"€295,000"," 18 St Joseph's Avenue,Drumcondra,Dublin 9,D09 W1H2",1 bed
"€425,000"," 85 Grace Park Heights,Drumcondra,Dublin 9,D09 YY62",3 beds
"€155,000"," Ballyboro,Clonroche,Co. Wexford,Y21 H942",3 beds
"€1,650,000"," 23 Nutley Avenue, Donnybrook, Dublin 4",5 beds
"€260,000"," 76 Old Balreask Woods,Navan,Co Meath,C15N5VC",3 beds
"€875,000"," 52 St Gabriels,Johnstown Road,Cabinteely,Dublin 18,D18 H362",5 beds
"€630,000"," 15 Lansdowne Village, Sandymount, Dublin 4",3 beds
"AMV €600,000 "," Coolfitch,Simmonstown Road,Celbridge,Co Kildare,W23XEW6",4 beds
"€1,150,000"," Heron's Ghyll, Cherrywood Road, D18, Loughlinstown, Dublin 18",4 beds
"€130,000"," 1 Mahony's Square, Great William O'Brien Street, Blackpool, Cork",2 beds
"€335,000"," 6 Aillebrack cottages, Ballyconneely, Ballyconneely, Galway",3 beds
"€285,000"," 114 Harold's Cross Cottages, Harold's Cross, Dublin 6",1 bed
"€105,000"," 9 Hazelhill Downs, Ballyhaunis, Mayo",2 beds
"€229,000"," 56 Eiscir Island, Tullamore, Co. Offaly",4 beds
"€950,000"," 8 Kribensis Manor,Willamstown Stud,Clonee,Co Meath,D15 XE8R",4 beds
"€675,000"," 5 Templeroan Avenue,Knocklyon,Dublin 16,D16 K5X2",4 beds
