prices,Address,Beds
"€315,000"," 56 The Green,Petitswood Manor, Mullingar, Westmeath",4 beds
"€420,000"," Tir Na Darach, Drummerrill, Inniskeen, Monaghan",4 beds
"€4,750,000"," Tresillian House, Brighton Road, Foxrock, Dublin 18",5 beds
"€265,000"," 10 The Court, Rathdale, Enfield, Co Meath",4 beds
"€399,950"," Sylvan House, Roveagh, Kilcolgan, Galway",4 beds
"€225,000"," 43 An Choill Rua, Paulstown, Kilkenny",3 beds
"€6,800,000"," Hatherton,Richmond Avenue South,Dartry,Dublin 6,D06 V1N1",6 beds
"€425,000"," 117 Mulvey Park, Dundrum, Dublin 14",3 beds
"€425,000"," 53 Kilheale Drive ""The Birches"", Kill, Kildare",3 beds
"€315,000"," Ashley House, Ballyfarrell, Blueball, Tullamore, Offaly",5 beds
"€375,000"," Corner Stones,Clooneen,Dromore West,Easkey,Co. Sligo",3 beds
"€385,000"," Sunnybank, Ballytegan Park, Gorey, Wexford",4 beds
"€350,000"," Cnocgloss, 15 Russell Close, Ballykeeffe, Dooradoyle, Limerick",4 beds
"€199,000"," Hillside House, Abbey Road, Ferrybank, Waterford",5 beds
"€298,000"," 23 Ashgrove Drive,Naas,Co. Kildare,W91 VPX8",3 beds
"€390,000"," 35 Kickham Road, Kilmainham, Dublin 8",3 beds
"€165,000"," No. 19 Carbry Coast, Tullaghan, Leitrim",3 beds
"€375,000"," 58 Harty Place, off Clanbrassil Street, South Circular Road, Dublin 8",2 beds
"€695,000"," 93 Shandon Park, Phibsboro, Dublin 7",3 beds
"€280,000"," Coolteige, Bree, Enniscorthy, Co. Wexford, Enniscorthy, Wexford",4 beds
"€210,000"," 35 The Ferns,Scotstown,Co. Monaghan,H18HF67",4 beds
"€650,000"," 7 Church Street , Howth, County Dublin",2 beds
"€625,000"," 93 Barton Drive, Rathfarnham, Dublin 14",4 beds
"€595,000"," 636 Whitechurch Road, Rathfarnham, Dublin 16",3 beds
"€325,000"," 63 Latchford Square, Castaheany, Clonee, Dublin 15",3 beds
"€410,000"," 43 St. Columba's Road, Walkinstown, Dublin 12, D12 H9Y7",3 beds
"€450,000"," 1A Montenotte Park, Montenotte, Cork",3 beds
"€185,000"," 21 Goldsmith's Avenue, Richmond Hill, Cork City, Cork",2 beds
"€475,000"," 2 Camberley Elms , Churchtown, Dublin 14",3 beds
"€635,000"," Bay Meadows,Loughshinny,Skerries,Co Dublin,K34 D286",5 beds
"€420,000"," 59 Leinster Avenue, North Strand, Dublin 3",3 beds
"€209,950"," 71 Chestnut Drive, Mullingar, Westmeath",3 beds
"€465,000"," 155 The Links, Donabate,   County Dublin",3 beds
"€1,475,000"," Highfield Lodge, 38 Highfield Road, Rathgar, Dublin 6",4 beds
"€535,000"," ""Sandhill House"", Seaview, Kilmore Village, Wexford",6 beds
"€250,000"," Turloughmartin, Cummer, Tuam, Galway",3 beds
"€275,000","  52 Ardkeale, Mount Oval Village, Rochestown, Cork",2 beds
"€289,950"," 1 Maple Grove, Johnstown Wood, Navan, Meath",4 beds
"€330,000"," 10 Thomastown Crescent, Sallynoggin, Co. Dublin",3 beds
"€750,000"," Crockaunadreenagh, Redgap, Rathcoole, County Dublin",6 beds
"€159,000"," Deslyn, New Road, Bandon, West Cork",2 beds
"€160,000"," Carrowkeale, Newport, Co. Tipperary",2 beds
"€395,000"," 33 Dean Swift Road, Glasnevin, Dublin 11",3 beds
"€475,000"," 32 Idrone Park, Knocklyon, Dublin 16",2 beds
"€75,000"," No. 1 Chapel Lane, Ballybricken, Waterford City, Waterford",2 beds
"€575,000"," 241A Pottery Road, Cabinteely, Dublin",3 beds
"€675,000"," 3 Balglass Road, Howth,   County Dublin",3 beds
"€390,000"," Kilcotty, Enniscorthy, Co. Wexford , Enniscorthy, Wexford",4 beds
"€395,000"," 15 Blackcastle Demesne, Navan, Co. Meath",4 beds
"€195,000"," 29 Oakwood, Gorey, Wexford",2 beds
"€375,000"," 53 Russell Ave East, East Wall, Dublin 3",3 beds
"€410,000"," Reisk, Ballincurrig, Midleton, East Cork",4 beds
"€390,000"," 104A Elgin Heights, Killarney Road, Bray, Wicklow",3 beds
"€495,000"," 57 Millmount Avenue, Drumcondra, Dublin 9",2 beds
"€575,000"," 54 Knocklyon Green, Knocklyon, Dublin 16",3 beds
"€2,850,000"," Headford Cottage,11 Avoca Avenue,Blackrock,Co Dublin,A94 Y2E7",5 beds
"€2,650,000"," Glenart,Grove Avenue,Blackrock,Co. Dublin,A94 KV04",5 beds
"€775,000"," The Lodge, Ballygannon, Greystones, Kilcoole, Wicklow",4 beds
"€595,000"," Mount Ruby, Navigation Road, Mallow, Cork",6 beds
"€120,000"," 3 na Hinseain, Manorcunningham, Donegal",4 beds
"€395,000"," 15 Earl Street South, South City Centre, Dublin 8",3 beds
"€130,000"," Ballybrennan,Bree, Enniscorthy, Co. Wexford , Enniscorthy, Wexford",2 beds
"€355,000"," 6 Oak Glade,Naas,Co Kildare,W91T6CN",3 beds
"€350,000"," 11 Dun na Riogh Glen,Naas,Co Kildare,W91K244",3 beds
"€155,000"," 146 Castlepark, Ballybane, Co. Galway",3 beds
"AMV €350,000 "," Killora, Craughwell, Co. Galway",10 beds
"€265,000"," St Annes, 16 Glenview Gardens, Farranshone, Ennis Road, Limerick",3 beds
"€159,000"," Griffins Cross Rockstown, Grange, Limerick",3 beds
"€270,000"," 5 Castlewood, Clonsilla, Dublin 15",3 beds
"€355,000"," 39 The Lawn, Westgrove, Douglas, Cork",3 beds
"€225,000"," 27 Sarsfields Terrace, Old Youghal Road, Cork City, Cork",2 beds
"€320,000"," 16 Great Southern , Newbridge, Kildare",3 beds
"€375,000"," 179 Saint Peter's Road, Walkinstown, Dublin 12",3 beds
"€135,000"," 130 Shanabooly, Ballynanty, Limerick",3 beds
"€445,000"," 26 Millbrook Village, Milltown,   Dublin 6",2 beds
"€325,000"," 11 Rialto Street, Rialto, Dublin 8",2 beds
"€575,000"," 22 Belarmine Close, Stepaside, Dublin 18",4 beds
"€375,000"," 46 Cloon Lara, Mullingar, Westmeath",4 beds
"€535,000"," 10 Sandyford Hall Close,Sandyford,Dublin 18,D18 N9V2",3 beds
"€190,000"," 5 Roman's Walk, Dominick Street, Cork City, Cork",2 beds
"€515,000"," Corballis, Donore, Meath",4 beds
"€489,950"," 44 Prospect View, Prospect Manor, Rathfarnham, Dublin 16",4 beds
"€1,500,000"," Treetops, Claremont Road, Howth,   County Dublin",5 beds
"€675,000"," Irishtown, Gormanston, Meath",5 beds
"€385,000"," 12 Bayside Crescent, Sutton,   Dublin 13",2 beds
"€995,000"," 14 Orby Park, The Gallops, Leopardstown, Dublin 18",5 beds
"€475,000"," 204 The Oaks,Newbridge,Co. Kildare,W12 NT95",5 beds
"€395,000"," 18 Drynam Grove,Drynam Hall,Co. Dublin,K67 HT27",4 beds
"€340,000"," 13 Blossomhill,Broomfield,Midleton,Co Cork,P25 N5WO",3 beds
"€265,000"," 150 Glasanaon Road,Finglas East,Dublin 11,D11X7F3",2 beds
"€795,000"," 98 Foxrock Park,Foxrock,Dublin 18,D18W5N8",4 beds
"€375,000"," 51 Glentow Road, Whitehall, Dublin 9",2 beds
"€395,000"," 12 Shanowen Park, Santry, Dublin 9",3 beds
"€1,200,000"," The Bower,Killashee,Naas,Co.Kildare,W91 F290",9 beds
"€175,000"," Castlemartin,Kells,Co Meath,A82C8X2",3 beds
"€450,000"," 54 St Patrick's Road,Greenhills,Walkinstown,Dublin 12,D12 F2H1",3 beds
"€595,000"," 75 Idrone Park,Knocklyon,Dublin 16,D16 E7T1",4 beds
"€1,100,000"," 186 Butterfield Avenue,Rathfarnham,Dublin 14,D14 RT92",3 beds
"€280,000"," 33 Holywell Court,Swords,Co. Dublin,K67 V526",2 beds
"€285,000"," 15 Tymonville Lawn, D24, Tallaght, Dublin 24",3 beds
"€445,000"," 43 Sutton Grove,Bayside,Sutton,Dublin 13,D13 P8C5",3 beds
"€950,000"," 13 Castlewood Avenue,Rathmines,Dublin 6,D06 Y462",5 beds
"€925,000"," Silina, 5 Bissetts Strand, Malahide, Co. Dublin",5 beds
"€1,975,000"," 1 Cowper Road,Rathmines,Dublin 6,D06 X3Y1",4 beds
"€135,000"," Cloninaha,Ballinderry,Nenagh,E45WY61",2 beds
"€340,000"," 7 Dun an Samhradh,Kentstown,Co. Meath,C15 V5R9",4 beds
"€247,500"," 23 Monread Heights,Naas,Co. Kildare,W91 VWX2",2 beds
"€1,500,000"," 7 Broomfield,Malahide,Co Dublin,K36 E330",5 beds
"€245,000"," 57 Oakleigh Wood,Dooradoyle,V94 H526",3 beds
"€285,000"," Damma Upper,Ballycallan,Co Kilkenny,R95 E1T1",3 beds
"€335,000"," 13 Melitta Park,Kildare Town,Co. Kildare,R51 HN77",3 beds
"€440,000"," 77 Redford Park,Greystones,Co Wicklow,A63 PT67",3 beds
"€295,000"," 15 Greenpark Road, Bray, Co. Wicklow",3 beds
"€320,000"," Coreally,Ballytarsna,Oulart,Enniscorthy,Co. Wexford",4 beds
"€1,540,000"," Dún Breg, 118 Georgian Village, Castleknock, Dublin 15",4 beds
"€1,295,000"," 9a St John's Park,Dun Laoghaire,Co Dublin,A96 XR97",4 beds
"€595,000"," 2 Kilgrovan Estate,Clonea Beach,Dungarvan,Co Waterford,X35AH30",4 beds
"€139,950"," Dublin Road, Silvermines, Nenagh, Co. Tipperary",3 beds
"€65,000"," Cappantymore, Meelick, Co. Clare, Limerick City, Co. Limerick",2 beds
"€190,000"," Cappantymore, Meelick, Co. Clare",5 beds
"€149,000"," Ballygawley,Co. Sligo,F91WY45",2 beds
"€400,000"," Ballykeane, Geashill, Offaly",5 beds
"€385,000"," 42 Evanwood, Golf Links Road, Castletroy, Limerick",4 beds
"AMV €695,000 "," ""The Laurels"", Baybush, Straffan, Kildare",3 beds
"€784,950"," Ballybranigan, Ballymahon, Longford",8 beds
"€420,000"," 55 Carrigeendaniel, Caherslee, Tralee, Kerry",4 beds
"AMV €50,000 "," Phelans Cottage, Kilkeany, Ballymacarbry, Co. Waterford",3 beds
"€230,000"," Rafiki House, Clonroche, Enniscorthy, Co. Wexford , Enniscorthy, Wexford",3 beds
"€430,000"," 4 Beaumont Crescent, Beaumont, Dublin 9",4 beds
"€349,950"," 11 Blackcastle Demesne, Navan, Meath",4 beds
"€295,000"," 32 Shelmalier Road Dublin 3, East Wall, Dublin 3",3 beds
"€385,000"," Knightsfield, Turnapin Lane, Santry, Dublin 9",2 beds
"€348,000"," Saint Martins, Old Monivea Road, Galway, Briarhill, Co. Galway",4 beds
"€250,000"," Fairfield House, The Still, Enniscorthy, Co. Wexford , Enniscorthy, Wexford",4 beds
"€545,000"," 33 Susanville Road, Drumcondra, Dublin 3",3 beds
"€195,000"," 19 Trinity Street, Drogheda, Louth",3 beds
"€235,000"," 10 Beech Drive, Carrickmacross, Monaghan",3 beds
"€435,000"," 52 St. Patrick's Villas, Ringsend, Dublin 4",2 beds
"€745,000"," 7 Grattan Street, South City Centre, Dublin 2",2 beds
"€345,000"," 174 Larkhill Road, Dublin 9, Dublin",2 beds
"€285,000"," 1 Clonmore, Kilteragh, Dooradoyle, Limerick",4 beds
"€169,000"," Athea Lower,Athea,Co. Limerick,V94 HC6F",3 beds
"€299,000"," 1 Lohunda Grove, Clonsilla, Dublin 15",3 beds
"€1,700,000"," Vinan House, 47 Villiers Road , Rathgar, Dublin 6",5 beds
"AMV €70,000 "," Property at Drumcor, Loughduff, Ballinagh, Cavan",4 beds
"€375,000"," Mountain West, Oranmore, Galway",4 beds
"€330,000"," 56 St Brendan's Avenue, Artane, Dublin 5",3 beds
"€290,000"," 52 The Close, Curragh Grange, Newbridge, Kildare",3 beds
"€250,000"," 1 Abbey Court,Killala Road,Ballina,Co Mayo,F26 Y8H1",5 beds
"€1,200,000"," 76 Tritonville Road, Sandymount, Dublin 4",3 beds
"€895,000"," 5 The Beeches, Dunstaffnage Hall, Stillorgan, Dublin",3 beds
"€799,000"," 54 North Avenue, Mount Merrion,   County Dublin",3 beds
"€374,000"," 10 Glenview, Downshire Park, Blessington, Wicklow",4 beds
"€135,000"," 8 The Lodges, Cornadarragh, Belturbet, Co. Cavan",3 beds
"€394,950"," 30 Glasanoaon Road, Glasnevin, Dublin 11",3 beds
"€374,950"," 4 Westway Rise, Blanchardstown, Dublin 15",7 beds
"€274,950"," 34 Ballentree Crescent, Tyrrelstown, Dublin 15",3 beds
"€495,000"," Boolard,Claddaghduff,Co.Galway,H71NR25",5 beds
"€330,000"," Doncla House, Lackyle, Ardnacrusha, Clare",3 beds
"€600,000"," 138 Ardmore Park,Bray,Wicklow,A98 WF20",4 beds
"€615,000"," 7 Rectory Way,Herbert Road,Bray,Co Wicklow,A98 VP70",4 beds
"€185,000"," 9 Kildalton Walk, Banagher Court, Piltown, Co. Kilkenny",3 beds
"€328,000"," 66 Bun A Chnoic, Rahoon, Galway",4 beds
"€199,000"," Eiscir End Road, Tullamore, Offaly",4 beds
"€205,000"," 9 Dunan, Thomastown, Kilkenny",3 beds
"€419,950"," 20 Moreen Close, Sandyford, Dublin 16",3 beds
"€545,000"," 23 Sandyford Hall Grove, Sandyford, Dublin 18",3 beds
"€450,000"," Palm Court, Revington Park, North Circular Road, Limerick City, Limerick",5 beds
"€294,950",Toorcommons,4 beds
"€310,000"," 3 The Woodlands,Mount Falcon,Ballina,Co Mayo,F26 V6R9",3 beds
"€845,000"," 20 Mount Tallant Avenue,Terenure,Dublin 6W,D6W H903",5 beds
"€895,000"," 8 Casimir Road,Harold's Cross,Dublin 6W,D6WK529",4 beds
"€895,000"," 50 Fosters Avenue,Mount Merrion,Co. Dublin,A94 C960",4 beds
"€290,000"," 6 Kilmahuddrick Court, Clondalkin, Dublin 22",3 beds
"€2,250,000"," 5 Victoria Lane,Off Victoria Road,Rathgar,Dublin 6,D06 FD77",5 beds
"€575,000"," 13 Wainsfort Avenue,Terenure,Dublin 6w,D6W X974",2 beds
"€340,000"," 6 Redwood Rise, Kilnamanagh, Dublin 24",3 beds
"€430,000"," 11 Lambourne Park, Donabate, Dublin",3 beds
"€550,000"," Kiltennel, Gorey, Wexford",5 beds
"€298,000"," 126 Stannaway Road, Crumlin, Dublin 12",2 beds
"€375,000"," 4 Hayworth Drive, Ongar Park, Clonsilla, Dublin 15",4 beds
"€260,000"," Hill View, Sillogue, Monasterboice, Louth",2 beds
"€575,000"," 11 Kingston Grove, Ballinteer, Dublin 16",4 beds
"€240,000"," 58 Clifden Road, Ballyfermot, Dublin 10",3 beds
"€350,000"," 18 St. Thomas Road, South Circular Road, Dublin 8",3 beds
"€169,500"," 21 Fairgreen,Borrisokane,Co. Tipperary",3 beds
"€2,350,000"," 8 Montpelier Parade, Monkstown Road, Monkstown, Co. Dublin",5 beds
"€1,250,000"," Ashlawn, Wynberg Park, Blackrock, Co. Dublin",4 beds
"€895,000"," 10 Glen Garth, The Park, Cabinteely, Dublin 18",4 beds
"€119,000"," 27 The Stables,Tullaghan,Co. Leitrim,F91NC04",2 beds
"€495,000"," 35 Patrician Villas, Stillorgan, Co. Dublin",3 beds
"€945,000"," 60 St Alban's Park,Sandymount,Dublin 4,D04 TY49",3 beds
"€449,000"," 34 Belvedere Road, Dublin 1, Dublin",121m 2
"€395,000"," 5 Avondale Road,Phibsborough,Dublin 7,D07 VR04",2 beds
"€325,000"," 19 Glencloy Road, Larkhill, Whitehall, Dublin 9",3 beds
"€395,000"," 110 Glasnevin Downs, Glasnevin, Dublin 11",3 beds
"€750,000"," 7 St Brigid's Road Upper, D09, Drumcondra, Dublin 9",4 beds
"€1,300,000"," 302A Howth Road, Killester, Dublin 5, D05 YC84",5 beds
"€295,000"," 14 Lurgan Street, Smithfield, Dublin 7",2 beds
"€295,000"," 10 Linenhall Street, Smithfield, Dublin 7",2 beds
"€650,000"," 27 Corbawn Drive, Shankill,   Dublin 18",4 beds
"€1,150,000"," 2 The Willows, Orwell Road, Rathgar, Dublin 6",4 beds
"€210,000"," 9 An Seanline, Kerry Street, Fethard, Tipperary",3 beds
"€495,000"," Rockcliffe Village, Blackrock, Co. Cork",5 beds
"€265,000"," 16 Coachyard Manor, Enfield, Meath",3 beds
"€2,000,000"," The Terrace,Foxrock Village,Foxrock,Dublin 18",4 beds
"€370,000"," 9 Mountain View Drive, Bray, Wicklow",3 beds
"€179,000"," "" Sabrinas"" 24 Beachside Downs, Gorey, Wexford",3 beds
"€495,000"," 76 Palmerstown Drive, Palmerstown, Dublin 20",3 beds
"€225,000"," Aherla Beg,Aherla,Cork,CKK210188,P31 TE24",3 beds
"€1,950,000"," Kilkerry,Dalkey Avenue.,Dalkey,Co Dublin,A96 K523",4 beds
"€475,000"," 4 Mayfield Gorey, Gorey, Wexford",4 beds
"€650,000"," 6 Foyle Road, Fairview, Dublin 3, D03A7K4",3 beds
"€255,000"," 44 North Glebe, Kildare Town, Co. Kildare",3 beds
"€380,000"," Ballynameagh, Castlepollard, Westmeath",4 beds
"€265,000"," No.13 Lissanalta Drive, Dooradoyle, Limerick City",4 beds
"€650,000"," 71 Roebuck Downs, Clonskeagh, Dublin 14",4 beds
"€449,950"," 5 Temple Manor Close , Greenhills, Dublin 12",3 beds
"€379,950"," 12 Hansfield, Clonee, Dublin 15",3 beds
"€435,000"," 72 Mulvey Park, Dundrum, Dublin 14",2 beds
"€250,000"," Formerly Granny's Attic Antiques, Riverstown, Birr, Offaly",3 beds
"€250,000"," 10 Curragh Finn, Kildare Town, Kildare",3 beds
"€1,950,000"," Hyde Park House, Middle Glanmire Road, Montenotte, Cork City, Cork",6 beds
"€385,000"," Johns Terrace, Birr, Offaly",4 beds
"€180,000"," 46 Lios Na Ri , Aisling Geal, Smith's Road, Charleville, Cork",3 beds
"€215,000"," Hophill Vale, Church Road, Tullamore, Offaly",3 beds
"€395,000"," Urbalshinny, Milford, Donegal",7 beds
"€495,000"," 9, Brighton Avenue,, Clontarf, Dublin 3",2 beds
"€265,000"," 9 Maple Road, Fota Rock, Carrigtwohill, Cork",3 beds
"€65,000"," Coolgreany, Gorey, Wexford",3 beds
"€395,000"," 89 Grace Park Heights, Drumcondra, Dublin 9",3 beds
"€320,000"," 65 Rafter's Road, Drimnagh, Dublin 12",2 beds
"€219,500"," 10 Highfield Manor, Graiguecullen, Co. Carlow",3 beds
"€265,000"," 39 Ballyfermot Drive, Ballyfermot, Dublin 10",2 beds
"€249,950"," 8 St Killian's Park, Clondalkin, Dublin 22",3 beds
"€335,000"," 12 Earlsfort Meadow,Lucan,Co Dublin,K78 TC93",3 beds
"€190,000"," 17 Riverchapel Crescent, Riverchapel, Gorey, Wexford",2 beds
"€137,500"," 28 Chambersland Close , New Ross, Wexford",2 beds
"€79,000"," The Haven, Rosbercon, New Ross, Wexford",2 beds
"€395,000"," 3 Haydens Park Walk,Lucan,Co. Dublin,K78 VP30",3 beds
"€485,000"," 1 The Glebe, Lucan, Co. Dublin",5 beds
"€180,000"," 13 Butterfield Avenue, Old Cork Road, Limerick City, Limerick",3 beds
"€750,000"," 8 Rose Gardens, Rosehill, Kilkenny, Kilkenny",5 beds
"€650,000"," 13 Highthorn Park, Dun Laoghaire, Co. Dublin",3 beds
"€130,000"," Offaly Street, Athy, Kildare",2 beds
"€380,000"," 12 Berwick Grove, Swords, County Dublin",3 beds
"€1,150,000"," 39 Greenfield Road, Mount Merrion, Co. Dublin",4 beds
"€695,000"," 1 Library Crescent, Shankill, Dublin 18, Shankill,   Dublin 18",3 beds
"€310,000"," 127 Belmayne Park South, Belmayne, Dublin 13",3 beds
"€330,000"," 97 Coopers Grange, Old Quarter, Ballincollig, Cork",3 beds
"€285,000"," Reabeg, Rearcross, Newport, Co. Tipperary",4 beds
"€750,000"," Caislin, Roveagh, Clarinbridge, Co. Galway",5 beds
"€245,000"," River Cottage, Aclare, Drumconrath, Meath",2 beds
"€350,000"," 5 Hammond Street , Blackpits,   Dublin 8",2 beds
"€825,000"," 52 Oakley Road , Ranelagh,   Dublin 6",3 beds
"€345,000"," 49 McGoverns Corner, Cork St, South City Centre - D8,   Dublin 8",2 beds
"€485,000"," 11 St Patrick Cottages , Rathfarnham, Dublin 14",3 beds
"€520,000"," 29 Carriglea, Killenard, Laois",5 beds
"AMV €400,000 "," Rathsillagh Upper, Fontstown, Kilcullen, Kildare",3 beds
"€695,000"," 25 St Brigid's Road Lower, Drumcondra, Dublin 9",4 beds
"€429,950"," 68 St Mary's Park, Walkinstown, Dublin 12",3 beds
"€275,000"," 102 Carrig Court, Citywest, Dublin 24",2 beds
"€2,640,000"," 44 Leeson Park, Ranelagh, Dublin 6",6 beds
"€595,000"," 26 White Pines Meadow,Stocking Avenue,Rathfarnham,Dublin 16,D16 E8Y2",4 beds
"€695,000"," 18 Seafort Avenue, Sandymount, Dublin 4",2 beds
"€575,000"," 53 Richmond Wood, Glanmire, Cork",4 beds
"€395,000"," 57 Shanliss Road,Santry,Dublin 9,D09 N622",3 beds
"€525,000"," 28a Brunswick Street North,Dublin 7,D07 EHF6",5 beds
"€290,000"," 104 Arthur Griffith Park, Lucan, Co. Dublin",3 beds
"€259,000"," 1 St Patricks Close, Hospital, Limerick",3 beds
"€495,000"," 1 Seaview, Hollybrook Road, Clontarf, Dublin 3",3 beds
"€498,000"," 2 Dartry Cottages, Dartry,   Dublin 6",127.7m 2
"€200,000"," 1 Nedd, Doogarry, Ballyconnell, Co. Cavan",4 beds
"€650,000"," 49 St Albans Road, South Circular Road, Dublin 8",2 beds
"€320,000"," 25 Woodleigh Park, Blessington, Co. Wicklow",3 beds
"€79,000"," Chapel St,Swinford,Co Mayo,F12 PY62",3 beds
"€180,000"," Fiddown, Piltown, Co. Kilkenny",3 beds
"€450,000"," 153 Owen's Avenue, Mountbrown, Kilmainham, Dublin 8",3 beds
"€375,000"," 40 Portersgate Heights, Clonsilla, Dublin 15",3 beds
"€310,000"," 28 Esker Manor, Lucan, Dublin",3 beds
"€310,000"," 13 Foxborough Way, Lucan, Dublin",3 beds
"€435,000"," Straney Mor, Rathmolyon, Co. Meath",3 beds
"€410,000"," 42 Latchford Green, Castaheany, Clonee, Dublin 15",4 beds
"€395,000"," 26 Carrigmore Downs, D24, Citywest, Dublin 24",4 beds
"€420,000"," 1 Ashling Green,Earlscourt,Dunmore Road",3 beds
"€150,000"," 45 Killeen Heights,Killeen,Tralee,Co. Kerry,V92 A6D6",2 beds
"€550,000"," 5 Crest Of The Wave Causeway,Magheracar,Bundoran,Co. Donegal,F94PF68",5 beds
"€350,000"," Mountain View,Broadleas Commons, Ballymore Eustace, Kildare",3 beds
"€220,000"," Poulpeasty,Clonroche,Co Wexford,Y21 V0Y5",4 beds
"€200,000"," 5 Millbrook,Milltown,Monaghan,H18HR68",3 beds
"€320,000"," 41 Foxborough Gardens,Lucan,Co. Dublin",3 beds
"€360,000"," Avondale, Mitchel St, Tipperary Town, Tipperary",5 beds
"€675,000"," 1 St Martins Park,Kimmage,Dublin 6w,D6W R208",3 beds
"€275,000"," 2 Arlington Heights,Park Road,Killarney,Co. Kerry,V93F4A3",4 beds
"€200,000"," 12 Shelduck Street, Aston Village, Drogheda, Louth",2 beds
"€285,000"," 17 Ashgrove,Monadreen,Thurles,Co. Tipperary,E41 X8F5",4 beds
"€150,000"," Curraheen,Horse & Jockey,Thurles,Co. Tipperary,E41 R277",3 beds
"€150,000"," 8 Kilcooley Way,Gortnahoe,Thurles,Co. Tipperary,E41 N4X8",3 beds
"€248,000"," 176 Glantann, Golf Links Road, Castletroy, Limerick",3 beds
"€350,000"," 7 Maydenhayes Road, Mornington, Meath",4 beds
"€395,000"," Bishopswood, Portarlington, Monasterevin, Kildare",4 beds
"€695,000"," 42 Clonkeen Drive,Foxrock,Dublin 18,D18 X0T4",4 beds
"€525,000"," 37 Cedar Court, Terenure, Dublin 6W",3 beds
"€2,750,000"," Mount Salem, Leopardstown Road, Leopardstown,   Dublin 18",5 beds
"€380,000"," 86 Orlynn Park, Lusk, Dublin",4 beds
"€585,000"," The Old Post Office, Post Office Road,, Lusk,   County Dublin",4 beds
"€300,000"," Carrig View,Raheenavine,Rathdrum,Co. Wicklow,A67XH72",4 beds
"€165,000"," 3 Farranferris Court,Redemption Road,Cork,T23 R1X2",2 beds
"€1,950,000"," Hyde Park House,Middle Glanmire Road,Montenotte,Cork,T23 E9D6",6 beds
"€259,000"," 35 Browneshill Wood,Browneshill Road,Carlow,R93 F8Y1",4 beds
"€495,000"," 15 Adelaide Terrace,Kilmainham,Dublin 8,D08 XKP1",3 beds
"€280,000"," Type A, Dromdiah Park, Killeagh, Midleton, Cork",3 beds
"€305,000"," 7 The Heights,Sallins Park,Sallins,Co Kildare,W91 E6F2",3 beds
"€190,000"," 18 Lennonstown Manor, Red Barns Road, Dundalk, Co. Louth",3 beds
"€1,575,000"," 141 Tritonville Road,Sandymount,Dublin 4,D04 V304",3 beds
"€750,000"," `Somerville`, Balheary, Swords, Co. Dublin",4 beds
"€325,000"," 132 Bremore Castle,Balbriggan,Co. Dublin",3 beds
"€250,000"," Phepotstown, Co. Meath, Kilcock, Co. Kildare",2 beds
"€450,000"," 54 The Fairways, Castletroy, Co. Limerick",4 beds
"AMV €120,000 "," Ballydavid, Tralee, Co. Kerry",4 beds
"€535,000"," 289 Redford Park, Greystones, Co. Wicklow",3 beds
"€155,000"," Curtiswood, Ballymacarbry, Clonmel, Co. Tipperary",3 beds
"€820,000"," 3 Beechpark Orchard, Beechpark Avenue, Castleknock, Dublin 15",4 beds
"€325,000"," Benroe, Bruckless, Donegal",3 beds
"€380,000"," Montezuma,1 Monkton Row,Wicklow Town,Co Wicklow,A67 K821",3 beds
"€375,000"," ""Landafar"" Grange Mor Park, Grange Road, Rosslare Strand, Wexford",4 beds
"€290,000"," Charleville Road,Tullamore,Co Offaly,R35AE28",3 beds
"€549,000"," Knockeevin,Ballyclerihan,Clonmel,Co Tipperary,E91AW71",5 beds
"€139,000"," 25 Lakeside View, Mountshannon, Clare",3 beds
"€1,150,000"," The Moorings,Greenfield Road,Sutton,Dublin 13,D13 XY29",5 beds
"€260,000"," 8 Dun Aras,Shannon,Co Clare,V14 W992",3 beds
"€250,000"," 16 Hermitage, South Fields, Grange Road, Rosslare Strand, Wexford",3 beds
"€285,000"," 5 Kylegrove Place,Bellingham,Portlaoise",3 beds
"€499,500"," Arra,Gortlandroe,Nenagh,Co. Tipperary,E45F827",4 beds
"€220,000"," Ballygown,Castletownroche,Mallow,Co. Cork,P51 Y778",5 beds
"€1,395,000"," Arundel, 1 Burrow Road, Sutton,   Dublin 13",5 beds
"€345,000"," Pribbaun, Rosscahil, Galway, Rosscahill, Co. Galway",4 beds
"€325,000"," 5 Allendale, Kilmainham, Kells, Co. Meath",4 beds
"€630,000"," 2 Railway Avenue, Malahide, Co. Dublin",2 beds
"€629,000"," 10 Dooroge Woods, Ballyboughal, Co. Dublin",3 beds
"AMV €150,000 "," 54 Cluain Glas, Thurles, Tipperary",3 beds
"€90,000"," Ballyconnell, Tobinstown, Tullow, Carlow",2 beds
"€285,000"," 12 The Court,Highlands,Drogheda,Co Louth,A92 KF3A",3 beds
"€325,000"," 4 Woodlawn Rise,Santry,Dublin 9,D17 RW02",3 beds
"€195,000"," 130 Gleann Alainn, Tullyallen, Louth",3 beds
"€425,000"," 22 Forest Ridge Crescent, Wilton, Cork, Wilton, Cork",4 beds
"€135,000"," 118 Shanakill Estate, Monavalley, Tralee, Kerry",3 beds
"€180,000"," Main Street, Mullagh, Clare",4 beds
"€595,000"," 26 Ferncarrig Avenue,Sandyford,Dublin 18,D18 C3H0",3 beds
"€295,000"," 194 Ros Caoin, Roscam, Galway City",3 beds
"€170,000"," Corlat, Mullagh, Kells, Co. Meath",3 beds
